Row,intercept,Row,phPar,trialp[1],trialp[2],trialp[3],logSigmaT,logSigma
501,0.603978382,501,-0.028288224,0.139420447,0.853062227,0.482909618,-0.752877062,-1.52913946
502,0.393810991,502,-0.026528363,0.283826159,0.820151742,0.437186386,-0.812959801,-1.526384787
503,0.158877669,503,-0.025071774,0.245609767,0.96250714,0.614244335,-0.917939832,-1.554660066
504,0.507300374,504,-0.026909902,0.046115046,0.847576093,0.33373292,0.389944959,-1.554673528
505,0.170291312,505,-0.023318071,0.214616215,0.679764155,0.446181941,-0.163269687,-1.575053169
506,1.53124482,506,-0.036981948,-0.011855746,0.464492807,0.222528349,-0.430494929,-1.642366171
507,1.128544502,507,-0.030500364,-0.230106172,0.547377506,0.064435705,-0.524855437,-1.565855413
508,1.535527373,508,-0.034292121,-0.458324574,0.238613374,-0.192095185,-1.736599535,-1.518749824
509,0.452025907,509,-0.023655487,-0.153499162,0.612185256,0.114774964,-0.816982291,-1.598436352
510,0.125405709,510,-0.0177942,-0.215468541,0.32900778,0.106999739,-1.797873555,-1.652799431
511,1.887400786,511,-0.038068552,-0.412734853,0.264510792,-0.186728736,-0.859193642,-1.547021724
512,1.850904397,512,-0.037401531,-0.43942116,0.273394693,-0.192236115,-0.93986784,-1.550277308
513,1.536874296,513,-0.034890766,-0.303372279,0.28518531,-0.03211688,-1.43941805,-1.517867912
514,1.776919819,514,-0.037245816,-0.343522529,0.245114415,-0.115719181,-1.033359386,-1.49082676
515,1.29800576,515,-0.033554751,-0.146580122,0.461345083,0.063129862,-0.844457212,-1.40419041
516,0.984689114,516,-0.027933357,-0.342996553,0.28692401,0.054726518,-0.469968863,-1.42203721
517,-0.268124683,517,-0.011502756,-0.252616268,0.261372149,-0.038899188,-1.445691975,-1.58670204
518,1.034482053,518,-0.029476556,-0.303863612,0.47055819,0.027985838,-0.947352452,-1.472881293
519,1.010774734,519,-0.031629858,-0.049286943,0.542769213,0.282718311,-0.950214009,-1.44638753
520,0.487316368,520,-0.025710404,-0.030109826,0.630649996,0.173515174,-1.294105019,-1.44806804
521,1.547895085,521,-0.030475369,-0.627028009,-0.091504344,-0.575022468,-0.976050957,-1.558562445
522,0.373088626,522,-0.0159971,-0.545757039,0.006779584,-0.454432632,-0.402974374,-1.459917882
523,0.205608027,523,-0.013525088,-0.611923046,0.012987937,-0.470667665,-0.392329046,-1.475994369
524,1.251658633,524,-0.030341226,-0.573381611,0.240720058,-0.009305749,-1.07598439,-1.431063058
525,1.186286339,525,-0.030103904,-0.174840109,0.211522729,-0.159292904,-0.490124236,-1.37744957
526,0.399548116,526,-0.018570251,-0.542399564,0.336442006,-0.055736936,-1.118990096,-1.363406087
527,0.430034045,527,-0.018332983,-0.412028931,0.320558749,-0.233198752,-0.548118378,-1.501415177
528,0.214640409,528,-0.016532372,-0.405352121,0.151645751,-0.0093108,-0.154559019,-1.46668716
529,-0.955305739,529,0.000804663,-0.469569264,0.16139755,-0.259204202,-0.732889966,-1.477602813
530,1.564460901,530,-0.031031342,-0.653979147,-0.056866398,-0.331601329,-0.83882893,-1.545777457
531,1.564460901,531,-0.031031342,-0.653979147,-0.056866398,-0.331601329,-0.83882893,-1.545777457
532,1.012391551,532,-0.029540443,-0.166141025,0.459540615,0.020081683,-1.481189661,-1.603631799
533,0.803075618,533,-0.024180748,-0.378425002,0.24395991,-0.063223044,-0.769897449,-1.455467256
534,1.056746814,534,-0.02676919,-0.344751097,0.182038425,-0.13507384,-1.678926144,-1.492506912
535,1.075768782,535,-0.027893823,-0.345755595,0.175318577,-0.098782771,-1.835065754,-1.497519568
536,-0.443247699,536,-0.006060968,-0.514172452,0.132269469,-0.289429877,0.331165945,-1.544072627
537,-1.179786641,537,-0.000590877,-0.229268422,0.365329373,-0.035332685,-1.234896601,-1.497537448
538,-1.245836652,538,0.000380938,-0.292088117,0.303156575,0.047384683,-1.593609044,-1.509296565
539,-1.425737707,539,0.003998651,-0.249355968,0.26914247,0.005081501,-1.48531597,-1.528938649
540,-1.067915509,540,-0.00253715,-0.234420456,0.413261219,0.001655462,-1.651492937,-1.549157753
541,-1.051288797,541,-0.001812273,-0.223400105,0.419705185,0.015364237,-1.612440032,-1.544141749
542,-1.112193461,542,-0.002024196,-0.238656978,0.437329595,0.016118095,-1.648494426,-1.55582083
543,-1.143212238,543,-0.000457215,-0.310112875,0.395280277,0.082710168,-1.756071094,-1.601903715
544,0.110596884,544,-0.01897429,-0.038086891,0.449296564,0.058918374,-0.682537564,-1.644943355
545,-1.134197829,545,-0.003517115,0.104523504,0.592341501,0.192649682,0.393951061,-1.5792245
546,-1.066127503,546,-0.007306786,0.239320845,0.709956358,0.306599612,-1.220249947,-1.49148777
547,-0.850046658,547,-0.00767035,-0.088042615,0.572410514,0.265477893,-0.785243081,-1.504502137
548,0.838202157,548,-0.0307834,0.071454328,0.694215758,0.239397504,-0.482576307,-1.574707835
549,0.773344284,549,-0.024905523,-0.399471226,0.244032815,0.009170189,-1.083871003,-1.439054194
550,0.298896594,550,-0.021345181,-0.051665115,0.56519537,0.106661305,-0.682913081,-1.584682871
551,0.79063764,551,-0.031411784,0.207157196,0.821865913,0.351659662,0.021964001,-1.558251205
552,-0.481629361,552,-0.01317999,0.035417862,0.658175805,0.39645917,-0.358439898,-1.463828003
553,-0.855824127,553,-0.009016789,0.048880819,0.758900711,0.27100906,-0.46818313,-1.447537677
554,0.84517267,554,-0.025054234,-0.327768855,0.199301301,-0.040967595,-1.511052526,-1.698923243
555,0.583705754,555,-0.023664783,-0.212334619,0.478650194,0.009912009,-1.284288409,-1.672752397
556,1.812959008,556,-0.042976788,0.086305427,0.620992728,0.338785972,-0.698199618,-1.697131155
557,0.856632257,557,-0.029930325,-0.034341809,0.657904618,0.218451003,-1.201892603,-1.688521502
558,0.459980978,558,-0.021558246,-0.248623523,0.325038222,0.02838444,-0.83154823,-1.739056143
559,0.639752876,559,-0.026410164,-0.046764623,0.515594795,0.228723281,0.617779547,-1.735525164
560,0.112916466,560,-0.019631423,-0.065950672,0.565457125,0.13845726,0.219612763,-1.709777519
561,-1.067250438,561,-0.002588273,-0.166539964,0.427446953,0.069978465,-0.776809757,-1.472951252
562,-1.643764543,562,0.007012003,-0.405390279,0.268777329,-0.109898534,-0.938002948,-1.327054654
563,-1.488311658,563,0.006746216,-0.369263249,0.271127093,-0.155133542,-0.901059992,-1.299621985
564,-0.885279064,564,-0.004876472,-0.100214889,0.481942052,0.19724223,-1.06982599,-1.298753654
565,-1.055259613,565,-0.005613382,-0.015801594,0.551862351,0.222825142,-1.407820731,-1.319157868
566,-1.0019135,566,-0.004454576,-0.083115119,0.586605829,0.225850936,-1.360222292,-1.333709398
567,0.546846701,567,-0.019553732,-0.371300853,0.085325959,-0.185086497,-1.706592993,-1.312556367
568,0.406019369,568,-0.019586079,-0.400073816,0.199316461,-0.035080563,-1.600325784,-1.291829013
569,-0.772211223,569,-0.006842152,-0.111184768,0.456230561,0.014329819,-1.372451283,-1.367709133
570,1.29817683,570,-0.030331053,-0.419548432,0.222568521,-0.051886658,-0.902806881,-1.716386898
571,-0.425177918,571,-0.009579791,-0.347562747,0.337694949,-0.134585209,-1.017847841,-1.341318544
572,-1.234301404,572,-0.004178682,0.100059307,0.623848071,0.344792349,-0.811627289,-1.451236503
573,-0.020526906,573,-0.012061489,-0.49786487,0.095852195,-0.323174473,-0.944297628,-1.409854085
574,1.244486552,574,-0.032815549,-0.249173988,0.374906264,0.113680449,-0.239511609,-1.524785775
575,1.22564238,575,-0.032381424,-0.214090837,0.420464565,-0.047494864,-0.761576904,-1.537805517
576,-0.076379981,576,-0.016079632,-0.079498223,0.613833538,0.094099367,-0.879367774,-1.438240701
577,1.318800044,577,-0.031721403,-0.351327326,0.23636774,0.042507234,-1.115078277,-1.575789557
578,1.135579917,578,-0.031616373,-0.157469347,0.571303754,0.162292698,0.571081825,-1.371575419
579,-0.109676391,579,-0.005217324,-0.934196988,-0.403062904,-0.736700147,-0.02482719,-1.513240196
580,0.570982158,580,-0.016257328,-0.6796121,-0.186431209,-0.537537407,0.596049827,-1.177672345
581,-0.910218544,581,-0.001026772,-0.367600257,0.123019898,-0.217413257,-1.21740812,-1.464322655
582,-2.164790483,582,0.013096142,-0.180905204,0.297702305,-0.045622337,-1.277373976,-1.378424993
583,-2.652954816,583,0.019723958,-0.186570589,0.219638077,0.00232549,-1.241610182,-1.373944008
584,-2.282284853,584,0.01424488,-0.376120021,0.4144572,-0.062967002,-1.218606722,-1.343252189
585,-1.503832156,585,0.003652471,-0.281962939,0.259694881,0.072855071,-1.777166369,-1.377059514
586,-1.254351572,586,0.000492156,-0.083509086,0.247415426,-0.108866762,-1.907437895,-1.387666241
587,-1.247937383,587,3.13E-05,-0.189767426,0.422399364,-0.058082446,-1.820868658,-1.414326177
588,-1.192134751,588,0.001687059,-0.248245161,0.223731248,-0.134663839,-0.710743563,-1.426818436
589,-1.244248618,589,0.001319793,-0.309074285,0.263937574,-0.0833212,-0.730900753,-1.447936705
590,-0.987896855,590,-0.002243937,-0.338345261,0.352582425,-0.023271092,-1.207500996,-1.528900662
591,-1.095274225,591,-0.000804903,-0.369515952,0.345416463,-0.095595678,-1.389158746,-1.516384624
592,0.206581453,592,-0.016926195,-0.403491028,0.285759541,-0.11217558,-1.142570557,-1.547606521
593,-0.21727714,593,-0.012460334,-0.25214814,0.292272226,-0.034023735,-1.170363311,-1.573862219
594,-0.346015854,594,-0.013141421,-0.181556718,0.599776991,0.207089193,-0.376821534,-1.567589896
595,-0.150432947,595,-0.016296156,0.020019012,0.462928232,0.207329561,-1.345630751,-1.411138969
596,-0.005080692,596,-0.018054055,-0.085082274,0.609221839,0.237095019,-1.287153237,-1.405572487
597,0.900161112,597,-0.02326549,-0.582691072,0.064116021,-0.419191857,-1.155454586,-1.396906404
598,1.070250237,598,-0.025207125,-0.428254667,-0.090026078,-0.338217742,-0.94611768,-1.403566257
599,0.408384557,599,-0.014836783,-0.847956572,0.047152744,-0.432812034,-0.663157437,-1.498250821
600,0.082266684,600,-0.00831555,-0.878243544,-0.234368588,-0.699964352,-0.140237013,-1.609774467
601,0.669911775,601,-0.019239549,-0.692666315,0.026053335,-0.450463359,-0.38248518,-1.490142368
602,0.726234818,602,-0.019806164,-0.676757412,0.010158013,-0.441353382,-0.397095535,-1.493158326
603,0.641954811,603,-0.017204446,-0.721761945,-0.112322909,-0.452655193,-0.433180029,-1.541649268
604,0.527477706,604,-0.012648445,-0.986212993,-0.286574494,-0.707940635,-0.743591153,-1.380436555
605,-0.361441723,605,-0.013943972,-0.066999315,0.538204449,0.192507624,-0.87606361,-1.550722735
606,-1.139363889,606,-0.002323225,-0.117879166,0.452972613,0.150491363,-1.014690689,-1.496622966
607,1.666132299,607,-0.035959429,-0.364474976,0.238697932,-0.105269617,-1.311812369,-1.492476005
608,-0.465627444,608,-0.009495728,-0.206154551,0.376342812,-0.079706545,-1.723702834,-1.539093261
609,-0.719382592,609,-0.007032232,-0.153914343,0.370581701,0.06704207,-1.248432521,-1.576518518
610,0.874832369,610,-0.022904297,-0.661620233,0.129240066,-0.316987591,-0.906228465,-1.594379307
611,0.919900803,611,-0.024253424,-0.409825872,0.051213476,-0.244355839,-1.265475296,-1.552597078
612,1.15864943,612,-0.031406723,-0.301219725,0.318863466,0.068218305,-1.269756583,-1.504827758
613,0.887371836,613,-0.029725502,-0.014046158,0.579824859,0.099063669,-1.508529266,-1.576571245
614,0.425837283,614,-0.024585874,0.038756077,0.624908465,0.283916877,0.289679442,-1.526333329
615,-0.309812879,615,-0.022533327,0.448921733,1.205739111,0.822320555,-0.04250729,-1.68051913
616,-0.27378524,616,-0.020529183,0.443297817,1.014031775,0.624617264,-0.47311952,-1.603589091
617,0.259657439,617,-0.029587463,0.538170926,1.161966517,0.779706638,-0.520447345,-1.47241713
618,-0.185509724,618,-0.020254639,0.327956047,0.950463505,0.609320626,-0.605705858,-1.511594721
619,0.665315263,619,-0.033474429,0.518937163,1.081856272,0.716290828,0.412882764,-1.385519939
620,0.331789505,620,-0.026799561,0.324999231,0.86923871,0.501514847,-0.577443011,-1.457912306
621,0.537984826,621,-0.029976902,0.22147513,0.925878901,0.576815713,-0.494157982,-1.393479742
622,0.491304138,622,-0.022832363,-0.262444518,0.542116494,0.13518294,-0.36100718,-1.499481186
623,0.638186147,623,-0.023465816,-0.227794413,0.240971532,-0.092356085,-0.554069462,-1.560754956
624,2.011988362,624,-0.038873978,-0.389230758,0.15991575,-0.214391196,-0.986586263,-1.519243229
625,0.815139387,625,-0.026209646,-0.204800123,0.336053435,-0.015135133,-1.066802389,-1.649503756
626,-0.513182517,626,-0.010859901,-0.052392972,0.4418315,0.13273804,-1.349029858,-1.500616161
627,1.675393916,627,-0.03407235,-0.422680709,0.129248784,-0.24144518,-1.466612498,-1.566921335
628,-1.90798141,628,0.00729828,-0.073338157,0.529630381,0.148367172,-1.052651842,-1.69282619
629,-0.078882932,629,-0.016972484,-0.09498612,0.591172858,0.192976466,-0.262670928,-1.627284931
630,0.598900619,630,-0.022151421,-0.34935883,0.246062523,-0.001961322,-1.691997611,-1.372981575
631,0.598909923,631,-0.022998036,-0.257287124,0.248028635,-0.014288572,-1.588711656,-1.41919903
632,0.732871049,632,-0.024127423,-0.293234229,0.280900957,0.014482422,-1.497350804,-1.411334209
633,2.181605369,633,-0.036357221,-0.974661212,-0.261878596,-0.54519597,-0.18177481,-1.591745756
634,1.745793275,634,-0.030460064,-0.888745168,-0.253857761,-0.633312558,-0.484483209,-1.434370631
635,1.722843151,635,-0.029791438,-0.953174901,-0.274648097,-0.586625403,-0.5863798,-1.440876551
636,1.345922011,636,-0.029688393,-0.427686353,0.220148584,-0.248933634,-0.783792417,-1.385628987
637,0.527393646,637,-0.021900407,-0.207785909,0.425730926,-0.039900244,-1.223520434,-1.536406661
638,0.302989075,638,-0.021717149,-0.164406943,0.418957351,0.16417214,-0.689006268,-1.397366396
639,0.120962904,639,-0.022229411,0.071202847,0.71024467,0.292493171,-0.015309798,-1.241764011
640,2.068941276,640,-0.048686036,0.206017313,0.840592077,0.292999705,-0.879263833,-1.420381128
641,1.486383261,641,-0.038812817,0.017994281,0.539371633,0.272834488,-0.990152412,-1.253723779
642,2.082185528,642,-0.041104576,-0.28647143,0.299509414,-0.014017216,-0.994818586,-1.432385707
643,1.884885885,643,-0.041050451,-0.045052823,0.450013482,0.151488742,-1.573192082,-1.451988634
644,1.799109611,644,-0.041675798,-0.017766111,0.429146269,0.1474891,-1.612914339,-1.449787442
645,0.763199024,645,-0.022399792,-0.618074609,0.187483842,-0.262506343,-0.592816839,-1.540297113
646,0.597518053,646,-0.016989652,-0.836928561,-0.003059059,-0.371667848,-0.634960247,-1.486252267
647,0.640057169,647,-0.017264979,-0.873460756,-0.04281822,-0.461960918,-0.64613255,-1.509006509
648,0.667617511,648,-0.018690757,-0.752842143,-0.071685866,-0.39157617,-0.79797292,-1.495106185
649,-0.623635246,649,-0.001424851,-0.69714367,-0.106967549,-0.449534498,-0.373148052,-1.585057087
650,0.195043253,650,-0.012087189,-0.734847802,-0.087141438,-0.489315023,-0.921254195,-1.587864361
651,-0.500173711,651,-0.005026471,-0.55022599,0.116712231,-0.35924067,-0.772332165,-1.717983901
652,-0.104439438,652,-0.014649596,-0.162766111,0.421352938,-0.028111423,-1.630018683,-1.325035634
653,0.479191028,653,-0.019534356,-0.393983247,0.235537125,-0.254602368,-1.371227227,-1.098218943
654,0.565341718,654,-0.023277879,-0.083383049,0.282429657,0.037149311,-1.812628944,-1.354076994
655,0.514665766,655,-0.020856834,-0.375558522,0.229564177,-0.04391303,-2.217790865,-1.403369874
656,0.736988289,656,-0.023999907,-0.233397005,0.226162619,-0.09211268,-1.966797818,-1.399782786
657,-0.278990418,657,-0.011485725,-0.266004055,0.400979214,-0.053112828,-1.001040378,-1.602181828
658,-0.825983488,658,-0.008528754,0.070964268,0.680341858,0.249386922,-1.475798688,-1.504124128
659,0.256622495,659,-0.017126637,-0.331872793,0.317121643,-0.138945848,-0.914330789,-1.665857917
660,0.754513499,660,-0.025824786,-0.246547894,0.333698175,-0.02565374,-1.487224003,-1.380392463
661,0.456702731,661,-0.021660223,-0.260863634,0.34013412,-0.04376762,-0.962545491,-1.465179188
662,-0.732709171,662,-0.004358666,-0.31672046,0.257233621,-0.049508002,-1.787347195,-1.642092349
663,-0.243139584,663,-0.013568168,-0.25890395,0.401642379,0.031238037,-1.380825787,-1.34722489
664,0.028714926,664,-0.017964168,-0.021048337,0.519688529,0.269833925,-0.836578572,-1.414648771
665,1.093179112,665,-0.032673385,0.044958188,0.626406677,0.31247724,-0.613834357,-1.562350293
666,1.032931359,666,-0.033763414,0.038685508,0.627805095,0.331358143,-0.61052303,-1.551914214
667,0.807873007,667,-0.030677345,0.019529538,0.6826296,0.237187057,-0.319856221,-1.569959249
668,0.935057272,668,-0.030138405,0.034811833,0.683838393,0.21024368,-0.240842175,-1.56369635
669,0.230848307,669,-0.019258429,-0.09385674,0.510327166,0.079914223,-1.049590467,-1.736891252
670,-0.257722737,670,-0.013148736,-0.104863951,0.518289868,0.070675266,-1.310302004,-1.659178038
671,0.149970409,671,-0.016816439,-0.323801189,0.296499757,-0.152622271,-1.27075668,-1.66538658
672,0.292491935,672,-0.017395334,-0.354926757,0.287398976,-0.148663244,-1.4914034,-1.548320632
673,0.097400689,673,-0.013068463,-0.481683026,0.067418093,-0.255810525,-1.417698693,-1.540355994
674,0.835467159,674,-0.03153139,0.106930555,0.786968681,0.34263513,-0.664020183,-1.493004211
675,1.247645284,675,-0.03742664,0.127139209,0.84327502,0.408235269,-0.74573281,-1.696675114
676,0.587311049,676,-0.01684752,-0.678000993,-0.200987744,-0.510070237,-0.092327491,-1.401103264
677,1.132535476,677,-0.025288512,-0.744905266,0.042083879,-0.379720675,-0.146709631,-1.440694052
678,1.101271236,678,-0.02493066,-0.573110671,-0.063776456,-0.442456818,-0.083899721,-1.475742466
679,0.586452629,679,-0.019737742,-0.600656101,0.182170771,-0.218165564,-0.683756527,-1.428391603
680,0.643112355,680,-0.021468895,-0.399334724,0.088865895,-0.177153417,-0.528734377,-1.455783
681,0.707641807,681,-0.024000682,-0.406277822,0.329537427,-0.049335721,-0.987290545,-1.397843891
682,2.069790464,682,-0.03908442,-0.42989887,0.164653781,-0.260584787,-0.176359702,-1.476534461
683,2.555622624,683,-0.044506031,-0.546832893,0.081090436,-0.268982799,-0.155057685,-1.376302626
684,0.687150406,684,-0.021702176,-0.433904467,0.223449538,-0.18487917,-1.149490205,-1.439966308
685,0.392612572,685,-0.017716814,-0.5006383,0.094172923,-0.179215005,-1.426582161,-1.4609394
686,0.305583947,686,-0.017503253,-0.475926467,0.221726593,-0.188612424,-1.054215937,-1.465554356
687,2.42453969,687,-0.035461602,-1.084471903,-0.620060158,-0.853706654,-0.121612248,-1.5570698
688,2.454056095,688,-0.036100109,-1.082571286,-0.60535322,-0.847452792,-0.114856087,-1.55701148
689,0.797833103,689,-0.011060102,-1.49706389,-0.705364045,-1.116184462,0.256091684,-1.465819001
690,0.595176707,690,-0.008787066,-1.361852523,-0.90934609,-1.116126286,0.294485715,-1.473874352
691,0.618935445,691,-0.008500489,-1.39070529,-0.625627805,-1.197543718,0.346142229,-1.427333649
692,0.437615376,692,-0.008892917,-1.233802036,-0.750016024,-0.935325835,0.145996471,-1.423039379
693,-0.206067658,693,-0.002111986,-1.140345883,-0.431377473,-0.932954078,0.03537914,-1.354938898
694,-0.177057037,694,-0.002681769,-1.061956776,-0.558146901,-0.803432425,0.030542564,-1.350045015
695,1.610563644,695,-0.026165946,-0.997454284,-0.405234213,-0.808843635,-0.306552933,-1.710558511
696,1.232415499,696,-0.024399796,-0.781828215,-0.191589308,-0.594518205,-0.006525481,-1.613707627
697,0.861629978,697,-0.01080116,-1.553435878,-0.856917319,-1.183104528,0.056620534,-1.536407144
698,0.748413284,698,-0.013824027,-1.141186176,-0.481710993,-0.935197801,0.493095076,-1.419656751
699,0.872930373,699,-0.019772708,-0.782888449,-0.084715994,-0.595320911,-0.217298324,-1.728822967
700,0.900272462,700,-0.020246222,-0.833183836,-0.204738207,-0.512906775,0.022648191,-1.742519835
701,1.580190926,701,-0.028935285,-0.772762908,-0.208036047,-0.53478908,-0.594788581,-1.633976031
702,1.293355048,702,-0.02819264,-0.565175581,0.057113978,-0.359449421,-0.656714296,-1.61255219
703,-0.129389999,703,-0.008589933,-0.661472612,-0.037260719,-0.458409329,0.728004814,-1.732914495
704,0.088520112,704,-0.014324292,-0.459688067,0.136564022,-0.160940928,0.703184972,-1.575682828
705,0.049997616,705,-0.012842253,-0.492289665,0.077284195,-0.250579782,0.627274849,-1.578410373
706,0.011390292,706,-0.008669201,-0.808291242,-0.182130085,-0.591564853,-0.789329629,-1.626906499
707,0.205461508,707,-0.010824124,-0.756217842,-0.146112997,-0.531285949,-0.669078577,-1.616382102
708,0.152187081,708,-0.022878311,0.145531476,0.760799447,0.370417717,-0.713463097,-1.427332275
709,0.152187081,709,-0.022878311,0.145531476,0.760799447,0.370417717,-0.713463097,-1.427332275
710,1.458644508,710,-0.033875753,-0.311404129,0.303735326,-0.07023711,-1.315395332,-1.354679003
711,0.689471184,711,-0.023345386,-0.270482687,0.340892674,-0.145373489,-1.475337705,-1.721255605
712,0.10962876,712,-0.016632607,-0.333946091,0.272952733,0.050712598,-1.225829714,-1.645661971
713,0.571711711,713,-0.023669679,-0.193010174,0.471269619,0.032887964,-0.424420187,-1.56698918
714,0.771794614,714,-0.028117894,-0.07734817,0.509986349,0.23880719,-0.644019161,-1.394003997
715,2.785611384,715,-0.049956859,-0.364671068,0.16751177,-0.094538205,-0.83679091,-1.536648772
716,2.594316441,716,-0.045549188,-0.507524044,0.100398989,-0.314039522,-1.531594166,-1.523691867
717,0.452534631,717,-0.019728547,-0.380038349,0.293294468,-0.164222791,-0.711574358,-1.460031578
718,2.168266655,718,-0.039118479,-0.617072499,-0.12187533,-0.324116878,-0.813879701,-1.591040442
719,2.131573701,719,-0.039079036,-0.614887148,-0.047656936,-0.295719499,-0.802963105,-1.58091126
720,1.831488905,720,-0.034226134,-0.574852939,0.047491597,-0.419917244,-1.195398885,-1.59577044
721,2.025774322,721,-0.037898093,-0.646956636,-0.025273489,-0.256155367,-1.03093166,-1.586751743
722,2.156645636,722,-0.038119763,-0.57243198,-0.07569958,-0.342783002,-0.936039262,-1.581184208
723,0.226292785,723,-0.020418427,-0.024432701,0.304573351,0.195192824,-1.563510982,-1.308230239
724,0.024038229,724,-0.018141233,-0.059809908,0.470360323,0.111247645,-1.520663343,-1.376671443
725,-0.047031544,725,-0.016807643,0.009228652,0.45020147,0.098998318,-1.496527279,-1.379514594
726,-0.56778061,726,-0.010610482,-0.058411493,0.540941372,0.198479215,-1.53193309,-1.44886153
727,0.645539284,727,-0.02432465,-0.244902456,0.449663649,0.000285659,-0.227312823,-1.358282248
728,0.548515283,728,-0.024470132,-0.112124846,0.456635186,0.181090664,-0.529892305,-1.346553276
729,1.361526003,729,-0.037649428,0.048262799,0.697951129,0.181811926,-0.968848401,-1.199968425
730,0.788470121,730,-0.029600517,0.003146357,0.448254398,0.271513659,-1.469705972,-1.274677789
731,1.069719917,731,-0.029954121,-0.167145551,0.505449562,0.055262084,-1.149501676,-1.441440387
732,0.689375315,732,-0.026698764,0.071592284,0.51372754,0.193197311,-1.44926605,-1.433552259
733,-0.037461928,733,-0.016484608,-0.121483433,0.449691381,0.151482346,-1.199842909,-1.49019311
734,-0.085525127,734,-0.015765616,-0.215090509,0.405283562,0.110150891,-1.276682651,-1.617352119
735,0.090037892,735,-0.015498655,-0.394754427,0.212751534,-0.077267762,-1.081805222,-1.569462054
736,0.805574671,736,-0.026246873,-0.250773446,0.491361584,0.003272855,-1.56572269,-1.680034741
737,0.287879654,737,-0.016044813,-0.575839168,0.204863972,-0.30339532,-0.346558907,-1.594780262
738,0.797733555,738,-0.026794214,-0.173101229,0.269752716,0.083049563,-1.371814913,-1.424730404
739,1.59190699,739,-0.035433733,-0.355315543,0.460025169,-0.052339065,-0.772282085,-1.374763256
740,1.29055845,740,-0.033432086,-0.126689052,0.253130568,0.097088584,-1.022366315,-1.283466545
741,1.261809926,741,-0.032384244,-0.234324853,0.388369767,0.012815553,-1.087809237,-1.305990394
742,0.894189258,742,-0.026396187,-0.260576823,0.293840111,-0.020077994,-1.718935489,-1.529937416
743,0.960323652,743,-0.026808007,-0.234531321,0.309683979,-0.108969817,-1.709913688,-1.521706967
744,2.311784148,744,-0.044972837,-0.322757362,0.292836724,-0.012238357,-1.049179288,-1.541422982
745,1.970326503,745,-0.041411788,-0.272676321,0.338644003,0.038043287,-0.942990351,-1.489480461
746,-0.623392758,746,-0.007818766,-0.216802619,0.394759035,-0.021369255,-1.146676026,-1.540715668
747,-0.486100721,747,-0.009712117,-0.192773491,0.503572593,0.156506237,-0.939302669,-1.513469886
748,-0.925500475,748,-0.005573257,-0.19619455,0.483666523,0.104731454,-1.272275145,-1.437509144
749,-0.977950134,749,-0.00381657,0.003495534,0.451198467,0.047497836,-1.082701272,-1.461492528
750,-0.86077689,750,-0.004672084,-0.024358004,0.395536027,-0.007754303,-1.210087541,-1.421537933
