"","Year","Peel","SSB","SSB_sd","Totbio","Totbio_sd","Rec","Rec_sd","run"
"243",1998,3,1028.33,41.7323,2966.15,103.367,1.68411,0.121792,"yfs_retro"
"244",1999,3,1020.41,41.6128,2777.97,99.0144,2.06347,0.134772,"yfs_retro"
"245",2000,3,1007.34,41.294,2828.02,99.2569,2.89069,0.163908,"yfs_retro"
"246",2001,3,1003.53,40.9992,2751.65,97.331,1.87124,0.128846,"yfs_retro"
"247",2002,3,1002.12,40.7879,2793.39,97.5853,2.53639,0.156729,"yfs_retro"
"248",2003,3,1011.58,40.6868,3010.24,103.154,2.44556,0.156505,"yfs_retro"
"249",2004,3,1043.25,41.311,3222.04,108.976,3.81271,0.211775,"yfs_retro"
"250",2005,3,1059.98,41.6203,3326.66,111.979,1.68788,0.132496,"yfs_retro"
"251",2006,3,1081.37,42.4579,3299.88,112.236,1.92906,0.1516,"yfs_retro"
"252",2007,3,1087.17,43.0604,3295.22,113.786,2.3986,0.18453,"yfs_retro"
"253",2008,3,1062.84,43.0597,3144.84,111.689,2.2239,0.186737,"yfs_retro"
"254",2009,3,1027.08,42.6227,2961.96,108.8,2.59427,0.221578,"yfs_retro"
"255",2010,3,1002.26,42.3084,2991.29,111.189,3.69835,0.315401,"yfs_retro"
"256",2011,3,978.89,41.974,2997.54,113.581,1.26049,0.174601,"yfs_retro"
"257",2012,3,959.962,42.1801,2946.94,115.458,0.671084,0.137092,"yfs_retro"
"258",2013,3,947.229,42.875,2862.24,116.365,1.75547,0.292791,"yfs_retro"
"259",2014,3,901.37,42.9264,2637.93,112.885,2.64331,0.518386,"yfs_retro"
"260",2015,3,888.472,44.1982,2630.7,118.165,3.92014,1.03275,"yfs_retro"
"261",2016,3,884.057,45.6318,2754.15,129.367,3.02667,1.50122,"yfs_retro"
"262",2017,3,859.657,46.3463,2672.27,133.529,2.13396,1.41784,"yfs_retro"
"263",2018,3,855.966,48.0858,2748.76,150.23,2.33455,1.65124,"yfs_retro"
"264",2019,3,867.221,50.7065,2786.33,170.424,2.35635,1.68038,"yfs_retro"
"265",1954,4,965.158,125.231,2484.65,150.51,1.94993,0.302026,"yfs_retro"
"266",1955,4,974.459,118.628,2451.51,135.354,1.38866,0.358587,"yfs_retro"
"267",1956,4,965.754,110.28,2408.74,118.694,0.951048,0.21466,"yfs_retro"
"268",1957,4,941.927,101.091,2356.3,101.17,3.22487,0.360685,"yfs_retro"
"269",1958,4,906.162,91.643,2315.22,83.508,2.35051,0.189741,"yfs_retro"
"270",1959,4,832.051,80.3595,2268.91,66.9271,1.81088,0.132573,"yfs_retro"
"271",1960,4,652.714,63.4862,2090.6,52.5558,1.71342,0.122191,"yfs_retro"
"272",1961,4,361.924,44.4858,1649.19,38.3599,0.991699,0.0923027,"yfs_retro"
"273",1962,4,45.7095,21.9719,1140.42,24.7439,1.88664,0.125469,"yfs_retro"
"274",1963,4,11.8603,6.3099,801.564,16.2311,0.993851,0.0947979,"yfs_retro"
"275",1964,4,24.6204,8.90595,843.483,16.4884,0.920333,0.0889508,"yfs_retro"
"276",1965,4,48.3918,11.417,838.642,16.4293,1.19106,0.104112,"yfs_retro"
"277",1966,4,86.0209,13.4654,887.269,17.3219,1.21421,0.111661,"yfs_retro"
"278",1967,4,118.571,13.0219,876.553,17.9159,2.54748,0.175772,"yfs_retro"
"279",1968,4,139.155,12.5742,803.736,17.9078,3.89245,0.228124,"yfs_retro"
"280",1969,4,143.969,14.1444,838.578,19.7108,3.98456,0.235905,"yfs_retro"
"281",1970,4,113.134,9.29356,811.896,21.3468,5.25379,0.274496,"yfs_retro"
"282",1971,4,97.6957,7.05274,876.63,24.6442,5.8402,0.287899,"yfs_retro"
"283",1972,4,80.0979,6.66613,948.363,28.8037,4.59227,0.2477,"yfs_retro"
"284",1973,4,81.6196,7.21945,1203.68,34.7577,3.1814,0.197379,"yfs_retro"
"285",1974,4,90.6866,7.79174,1455.07,41.2423,4.27908,0.224891,"yfs_retro"
"286",1975,4,143.051,10.3837,1816.73,49.4961,5.02676,0.240132,"yfs_retro"
"287",1976,4,203.863,12.5575,2129.02,56.8596,3.30642,0.188317,"yfs_retro"
"288",1977,4,296.593,15.5959,2445.17,63.9194,4.16333,0.213705,"yfs_retro"
"289",1978,4,413.333,18.7956,2746.13,70.5373,2.72694,0.167584,"yfs_retro"
"290",1979,4,531.772,22.1104,2911.62,76.0391,1.74233,0.131091,"yfs_retro"
"291",1980,4,663.688,25.5796,3099.08,81.0066,3.37191,0.185276,"yfs_retro"
"292",1981,4,785.482,28.8775,3270.07,85.2298,2.51542,0.157599,"yfs_retro"
"293",1982,4,853.817,30.3351,3387.39,87.2945,7.2899,0.294529,"yfs_retro"
"294",1983,4,956.448,32.7034,3366.06,87.9943,1.34937,0.11289,"yfs_retro"
"295",1984,4,1037.19,34.4489,3597.53,93.7199,6.03681,0.260114,"yfs_retro"
"296",1985,4,1085.28,36.3109,3610.28,96.7305,2.08803,0.139733,"yfs_retro"
"297",1986,4,1072.29,37.061,3322.84,93.812,1.6038,0.119642,"yfs_retro"
"298",1987,4,1066.03,38.2882,3286.43,96.2225,2.19146,0.139631,"yfs_retro"
"299",1988,4,1008.21,37.8333,3191.39,96.2265,3.00491,0.166514,"yfs_retro"
"300",1989,4,981.091,38.46,3253.77,101.018,3.00665,0.166024,"yfs_retro"
"301",1990,4,992.275,38.9956,3118.97,99.3842,1.50318,0.112241,"yfs_retro"
"302",1991,4,1073.95,40.8247,3241.29,102.608,1.69057,0.1206,"yfs_retro"
"303",1992,4,1157.28,42.8702,3454.78,108.171,3.75504,0.194219,"yfs_retro"
"304",1993,4,1193.07,44.4143,3492.62,111.039,2.24147,0.143787,"yfs_retro"
"305",1994,4,1196.39,44.6169,3538.37,112.606,1.89179,0.131108,"yfs_retro"
"306",1995,4,1195.78,45.1612,3308.44,108.756,1.90407,0.131874,"yfs_retro"
"307",1996,4,1129.02,43.5523,3225.53,107.199,4.69665,0.226388,"yfs_retro"
"308",1997,4,1092.73,43.0576,3244.38,108.72,2.02933,0.136452,"yfs_retro"
"309",1998,4,1028.33,41.7323,2966.15,103.367,1.68411,0.121792,"yfs_retro"
"310",1999,4,1020.41,41.6128,2777.97,99.0144,2.06347,0.134772,"yfs_retro"
"311",2000,4,1007.34,41.294,2828.02,99.2569,2.89069,0.163908,"yfs_retro"
"312",2001,4,1003.53,40.9992,2751.65,97.331,1.87124,0.128846,"yfs_retro"
"313",2002,4,1002.12,40.7879,2793.39,97.5853,2.53639,0.156729,"yfs_retro"
"314",2003,4,1011.58,40.6868,3010.24,103.154,2.44556,0.156505,"yfs_retro"
"315",2004,4,1043.25,41.311,3222.04,108.976,3.81271,0.211775,"yfs_retro"
"316",2005,4,1059.98,41.6203,3326.66,111.979,1.68788,0.132496,"yfs_retro"
"317",2006,4,1081.37,42.4579,3299.88,112.236,1.92906,0.1516,"yfs_retro"
"318",2007,4,1087.17,43.0604,3295.22,113.786,2.3986,0.18453,"yfs_retro"
"319",2008,4,1062.84,43.0597,3144.84,111.689,2.2239,0.186737,"yfs_retro"
"320",2009,4,1027.08,42.6227,2961.96,108.8,2.59427,0.221578,"yfs_retro"
"321",2010,4,1002.26,42.3084,2991.29,111.189,3.69835,0.315401,"yfs_retro"
"322",2011,4,978.89,41.974,2997.54,113.581,1.26049,0.174601,"yfs_retro"
"323",2012,4,959.962,42.1801,2946.94,115.458,0.671084,0.137092,"yfs_retro"
"324",2013,4,947.229,42.875,2862.24,116.365,1.75547,0.292791,"yfs_retro"
"325",2014,4,901.37,42.9264,2637.93,112.885,2.64331,0.518386,"yfs_retro"
"326",2015,4,888.472,44.1982,2630.7,118.165,3.92014,1.03275,"yfs_retro"
"327",2016,4,884.057,45.6318,2754.15,129.367,3.02667,1.50122,"yfs_retro"
"328",2017,4,859.657,46.3463,2672.27,133.529,2.13396,1.41784,"yfs_retro"
"329",2018,4,855.966,48.0858,2748.76,150.23,2.33455,1.65124,"yfs_retro"
"330",2019,4,867.221,50.7065,2786.33,170.424,2.35635,1.68038,"yfs_retro"
"331",1954,5,965.158,125.231,2484.65,150.51,1.94993,0.302026,"yfs_retro"
"332",1955,5,974.459,118.628,2451.51,135.354,1.38866,0.358587,"yfs_retro"
"333",1956,5,965.754,110.28,2408.74,118.694,0.951048,0.21466,"yfs_retro"
"334",1957,5,941.927,101.091,2356.3,101.17,3.22487,0.360685,"yfs_retro"
"335",1958,5,906.162,91.643,2315.22,83.508,2.35051,0.189741,"yfs_retro"
"336",1959,5,832.051,80.3595,2268.91,66.9271,1.81088,0.132573,"yfs_retro"
"337",1960,5,652.714,63.4862,2090.6,52.5558,1.71342,0.122191,"yfs_retro"
"338",1961,5,361.924,44.4858,1649.19,38.3599,0.991699,0.0923027,"yfs_retro"
"339",1962,5,45.7095,21.9719,1140.42,24.7439,1.88664,0.125469,"yfs_retro"
"340",1963,5,11.8603,6.3099,801.564,16.2311,0.993851,0.0947979,"yfs_retro"
"341",1964,5,24.6204,8.90595,843.483,16.4884,0.920333,0.0889508,"yfs_retro"
"342",1965,5,48.3918,11.417,838.642,16.4293,1.19106,0.104112,"yfs_retro"
"343",1966,5,86.0209,13.4654,887.269,17.3219,1.21421,0.111661,"yfs_retro"
"344",1967,5,118.571,13.0219,876.553,17.9159,2.54748,0.175772,"yfs_retro"
"345",1968,5,139.155,12.5742,803.736,17.9078,3.89245,0.228124,"yfs_retro"
"346",1969,5,143.969,14.1444,838.578,19.7108,3.98456,0.235905,"yfs_retro"
"347",1970,5,113.134,9.29356,811.896,21.3468,5.25379,0.274496,"yfs_retro"
"348",1971,5,97.6957,7.05274,876.63,24.6442,5.8402,0.287899,"yfs_retro"
"349",1972,5,80.0979,6.66613,948.363,28.8037,4.59227,0.2477,"yfs_retro"
"350",1973,5,81.6196,7.21945,1203.68,34.7577,3.1814,0.197379,"yfs_retro"
"351",1974,5,90.6866,7.79174,1455.07,41.2423,4.27908,0.224891,"yfs_retro"
"352",1975,5,143.051,10.3837,1816.73,49.4961,5.02676,0.240132,"yfs_retro"
"353",1976,5,203.863,12.5575,2129.02,56.8596,3.30642,0.188317,"yfs_retro"
"354",1977,5,296.593,15.5959,2445.17,63.9194,4.16333,0.213705,"yfs_retro"
"355",1978,5,413.333,18.7956,2746.13,70.5373,2.72694,0.167584,"yfs_retro"
"356",1979,5,531.772,22.1104,2911.62,76.0391,1.74233,0.131091,"yfs_retro"
"357",1980,5,663.688,25.5796,3099.08,81.0066,3.37191,0.185276,"yfs_retro"
"358",1981,5,785.482,28.8775,3270.07,85.2298,2.51542,0.157599,"yfs_retro"
"359",1982,5,853.817,30.3351,3387.39,87.2945,7.2899,0.294529,"yfs_retro"
"360",1983,5,956.448,32.7034,3366.06,87.9943,1.34937,0.11289,"yfs_retro"
"361",1984,5,1037.19,34.4489,3597.53,93.7199,6.03681,0.260114,"yfs_retro"
"362",1985,5,1085.28,36.3109,3610.28,96.7305,2.08803,0.139733,"yfs_retro"
"363",1986,5,1072.29,37.061,3322.84,93.812,1.6038,0.119642,"yfs_retro"
"364",1987,5,1066.03,38.2882,3286.43,96.2225,2.19146,0.139631,"yfs_retro"
"365",1988,5,1008.21,37.8333,3191.39,96.2265,3.00491,0.166514,"yfs_retro"
"366",1989,5,981.091,38.46,3253.77,101.018,3.00665,0.166024,"yfs_retro"
"367",1990,5,992.275,38.9956,3118.97,99.3842,1.50318,0.112241,"yfs_retro"
"368",1991,5,1073.95,40.8247,3241.29,102.608,1.69057,0.1206,"yfs_retro"
"369",1992,5,1157.28,42.8702,3454.78,108.171,3.75504,0.194219,"yfs_retro"
"370",1993,5,1193.07,44.4143,3492.62,111.039,2.24147,0.143787,"yfs_retro"
"371",1994,5,1196.39,44.6169,3538.37,112.606,1.89179,0.131108,"yfs_retro"
"372",1995,5,1195.78,45.1612,3308.44,108.756,1.90407,0.131874,"yfs_retro"
"373",1996,5,1129.02,43.5523,3225.53,107.199,4.69665,0.226388,"yfs_retro"
"374",1997,5,1092.73,43.0576,3244.38,108.72,2.02933,0.136452,"yfs_retro"
"375",1998,5,1028.33,41.7323,2966.15,103.367,1.68411,0.121792,"yfs_retro"
"376",1999,5,1020.41,41.6128,2777.97,99.0144,2.06347,0.134772,"yfs_retro"
"377",2000,5,1007.34,41.294,2828.02,99.2569,2.89069,0.163908,"yfs_retro"
"378",2001,5,1003.53,40.9992,2751.65,97.331,1.87124,0.128846,"yfs_retro"
"379",2002,5,1002.12,40.7879,2793.39,97.5853,2.53639,0.156729,"yfs_retro"
"380",2003,5,1011.58,40.6868,3010.24,103.154,2.44556,0.156505,"yfs_retro"
"381",2004,5,1043.25,41.311,3222.04,108.976,3.81271,0.211775,"yfs_retro"
"382",2005,5,1059.98,41.6203,3326.66,111.979,1.68788,0.132496,"yfs_retro"
"383",2006,5,1081.37,42.4579,3299.88,112.236,1.92906,0.1516,"yfs_retro"
"384",2007,5,1087.17,43.0604,3295.22,113.786,2.3986,0.18453,"yfs_retro"
"385",2008,5,1062.84,43.0597,3144.84,111.689,2.2239,0.186737,"yfs_retro"
"386",2009,5,1027.08,42.6227,2961.96,108.8,2.59427,0.221578,"yfs_retro"
"387",2010,5,1002.26,42.3084,2991.29,111.189,3.69835,0.315401,"yfs_retro"
"388",2011,5,978.89,41.974,2997.54,113.581,1.26049,0.174601,"yfs_retro"
"389",2012,5,959.962,42.1801,2946.94,115.458,0.671084,0.137092,"yfs_retro"
"390",2013,5,947.229,42.875,2862.24,116.365,1.75547,0.292791,"yfs_retro"
"391",2014,5,901.37,42.9264,2637.93,112.885,2.64331,0.518386,"yfs_retro"
"392",2015,5,888.472,44.1982,2630.7,118.165,3.92014,1.03275,"yfs_retro"
"393",2016,5,884.057,45.6318,2754.15,129.367,3.02667,1.50122,"yfs_retro"
"394",2017,5,859.657,46.3463,2672.27,133.529,2.13396,1.41784,"yfs_retro"
"395",2018,5,855.966,48.0858,2748.76,150.23,2.33455,1.65124,"yfs_retro"
"396",2019,5,867.221,50.7065,2786.33,170.424,2.35635,1.68038,"yfs_retro"
"397",1954,6,965.158,125.231,2484.65,150.51,1.94993,0.302026,"yfs_retro"
"398",1955,6,974.459,118.628,2451.51,135.354,1.38866,0.358587,"yfs_retro"
"399",1956,6,965.754,110.28,2408.74,118.694,0.951048,0.21466,"yfs_retro"
"400",1957,6,941.927,101.091,2356.3,101.17,3.22487,0.360685,"yfs_retro"
"401",1958,6,906.162,91.643,2315.22,83.508,2.35051,0.189741,"yfs_retro"
"402",1959,6,832.051,80.3595,2268.91,66.9271,1.81088,0.132573,"yfs_retro"
"403",1960,6,652.714,63.4862,2090.6,52.5558,1.71342,0.122191,"yfs_retro"
"404",1961,6,361.924,44.4858,1649.19,38.3599,0.991699,0.0923027,"yfs_retro"
"405",1962,6,45.7095,21.9719,1140.42,24.7439,1.88664,0.125469,"yfs_retro"
"406",1963,6,11.8603,6.3099,801.564,16.2311,0.993851,0.0947979,"yfs_retro"
"407",1964,6,24.6204,8.90595,843.483,16.4884,0.920333,0.0889508,"yfs_retro"
"408",1965,6,48.3918,11.417,838.642,16.4293,1.19106,0.104112,"yfs_retro"
"409",1966,6,86.0209,13.4654,887.269,17.3219,1.21421,0.111661,"yfs_retro"
"410",1967,6,118.571,13.0219,876.553,17.9159,2.54748,0.175772,"yfs_retro"
"411",1968,6,139.155,12.5742,803.736,17.9078,3.89245,0.228124,"yfs_retro"
"412",1969,6,143.969,14.1444,838.578,19.7108,3.98456,0.235905,"yfs_retro"
"413",1970,6,113.134,9.29356,811.896,21.3468,5.25379,0.274496,"yfs_retro"
"414",1971,6,97.6957,7.05274,876.63,24.6442,5.8402,0.287899,"yfs_retro"
"415",1972,6,80.0979,6.66613,948.363,28.8037,4.59227,0.2477,"yfs_retro"
"416",1973,6,81.6196,7.21945,1203.68,34.7577,3.1814,0.197379,"yfs_retro"
"417",1974,6,90.6866,7.79174,1455.07,41.2423,4.27908,0.224891,"yfs_retro"
"418",1975,6,143.051,10.3837,1816.73,49.4961,5.02676,0.240132,"yfs_retro"
"419",1976,6,203.863,12.5575,2129.02,56.8596,3.30642,0.188317,"yfs_retro"
"420",1977,6,296.593,15.5959,2445.17,63.9194,4.16333,0.213705,"yfs_retro"
"421",1978,6,413.333,18.7956,2746.13,70.5373,2.72694,0.167584,"yfs_retro"
"422",1979,6,531.772,22.1104,2911.62,76.0391,1.74233,0.131091,"yfs_retro"
"423",1980,6,663.688,25.5796,3099.08,81.0066,3.37191,0.185276,"yfs_retro"
"424",1981,6,785.482,28.8775,3270.07,85.2298,2.51542,0.157599,"yfs_retro"
"425",1982,6,853.817,30.3351,3387.39,87.2945,7.2899,0.294529,"yfs_retro"
"426",1983,6,956.448,32.7034,3366.06,87.9943,1.34937,0.11289,"yfs_retro"
"427",1984,6,1037.19,34.4489,3597.53,93.7199,6.03681,0.260114,"yfs_retro"
"428",1985,6,1085.28,36.3109,3610.28,96.7305,2.08803,0.139733,"yfs_retro"
"429",1986,6,1072.29,37.061,3322.84,93.812,1.6038,0.119642,"yfs_retro"
"430",1987,6,1066.03,38.2882,3286.43,96.2225,2.19146,0.139631,"yfs_retro"
"431",1988,6,1008.21,37.8333,3191.39,96.2265,3.00491,0.166514,"yfs_retro"
"432",1989,6,981.091,38.46,3253.77,101.018,3.00665,0.166024,"yfs_retro"
"433",1990,6,992.275,38.9956,3118.97,99.3842,1.50318,0.112241,"yfs_retro"
"434",1991,6,1073.95,40.8247,3241.29,102.608,1.69057,0.1206,"yfs_retro"
"435",1992,6,1157.28,42.8702,3454.78,108.171,3.75504,0.194219,"yfs_retro"
"436",1993,6,1193.07,44.4143,3492.62,111.039,2.24147,0.143787,"yfs_retro"
"437",1994,6,1196.39,44.6169,3538.37,112.606,1.89179,0.131108,"yfs_retro"
"438",1995,6,1195.78,45.1612,3308.44,108.756,1.90407,0.131874,"yfs_retro"
"439",1996,6,1129.02,43.5523,3225.53,107.199,4.69665,0.226388,"yfs_retro"
"440",1997,6,1092.73,43.0576,3244.38,108.72,2.02933,0.136452,"yfs_retro"
"441",1998,6,1028.33,41.7323,2966.15,103.367,1.68411,0.121792,"yfs_retro"
"442",1999,6,1020.41,41.6128,2777.97,99.0144,2.06347,0.134772,"yfs_retro"
"443",2000,6,1007.34,41.294,2828.02,99.2569,2.89069,0.163908,"yfs_retro"
"444",2001,6,1003.53,40.9992,2751.65,97.331,1.87124,0.128846,"yfs_retro"
"445",2002,6,1002.12,40.7879,2793.39,97.5853,2.53639,0.156729,"yfs_retro"
"446",2003,6,1011.58,40.6868,3010.24,103.154,2.44556,0.156505,"yfs_retro"
"447",2004,6,1043.25,41.311,3222.04,108.976,3.81271,0.211775,"yfs_retro"
"448",2005,6,1059.98,41.6203,3326.66,111.979,1.68788,0.132496,"yfs_retro"
"449",2006,6,1081.37,42.4579,3299.88,112.236,1.92906,0.1516,"yfs_retro"
"450",2007,6,1087.17,43.0604,3295.22,113.786,2.3986,0.18453,"yfs_retro"
"451",2008,6,1062.84,43.0597,3144.84,111.689,2.2239,0.186737,"yfs_retro"
"452",2009,6,1027.08,42.6227,2961.96,108.8,2.59427,0.221578,"yfs_retro"
"453",2010,6,1002.26,42.3084,2991.29,111.189,3.69835,0.315401,"yfs_retro"
"454",2011,6,978.89,41.974,2997.54,113.581,1.26049,0.174601,"yfs_retro"
"455",2012,6,959.962,42.1801,2946.94,115.458,0.671084,0.137092,"yfs_retro"
"456",2013,6,947.229,42.875,2862.24,116.365,1.75547,0.292791,"yfs_retro"
"457",2014,6,901.37,42.9264,2637.93,112.885,2.64331,0.518386,"yfs_retro"
"458",2015,6,888.472,44.1982,2630.7,118.165,3.92014,1.03275,"yfs_retro"
"459",2016,6,884.057,45.6318,2754.15,129.367,3.02667,1.50122,"yfs_retro"
"460",2017,6,859.657,46.3463,2672.27,133.529,2.13396,1.41784,"yfs_retro"
"461",2018,6,855.966,48.0858,2748.76,150.23,2.33455,1.65124,"yfs_retro"
"462",2019,6,867.221,50.7065,2786.33,170.424,2.35635,1.68038,"yfs_retro"
"463",1954,7,965.158,125.231,2484.65,150.51,1.94993,0.302026,"yfs_retro"
"464",1955,7,974.459,118.628,2451.51,135.354,1.38866,0.358587,"yfs_retro"
"465",1956,7,965.754,110.28,2408.74,118.694,0.951048,0.21466,"yfs_retro"
"466",1957,7,941.927,101.091,2356.3,101.17,3.22487,0.360685,"yfs_retro"
"467",1958,7,906.162,91.643,2315.22,83.508,2.35051,0.189741,"yfs_retro"
"468",1959,7,832.051,80.3595,2268.91,66.9271,1.81088,0.132573,"yfs_retro"
"469",1960,7,652.714,63.4862,2090.6,52.5558,1.71342,0.122191,"yfs_retro"
"470",1961,7,361.924,44.4858,1649.19,38.3599,0.991699,0.0923027,"yfs_retro"
"471",1962,7,45.7095,21.9719,1140.42,24.7439,1.88664,0.125469,"yfs_retro"
"472",1963,7,11.8603,6.3099,801.564,16.2311,0.993851,0.0947979,"yfs_retro"
"473",1964,7,24.6204,8.90595,843.483,16.4884,0.920333,0.0889508,"yfs_retro"
"474",1965,7,48.3918,11.417,838.642,16.4293,1.19106,0.104112,"yfs_retro"
"475",1966,7,86.0209,13.4654,887.269,17.3219,1.21421,0.111661,"yfs_retro"
"476",1967,7,118.571,13.0219,876.553,17.9159,2.54748,0.175772,"yfs_retro"
"477",1968,7,139.155,12.5742,803.736,17.9078,3.89245,0.228124,"yfs_retro"
"478",1969,7,143.969,14.1444,838.578,19.7108,3.98456,0.235905,"yfs_retro"
"479",1970,7,113.134,9.29356,811.896,21.3468,5.25379,0.274496,"yfs_retro"
"480",1971,7,97.6957,7.05274,876.63,24.6442,5.8402,0.287899,"yfs_retro"
"481",1972,7,80.0979,6.66613,948.363,28.8037,4.59227,0.2477,"yfs_retro"
"482",1973,7,81.6196,7.21945,1203.68,34.7577,3.1814,0.197379,"yfs_retro"
"483",1974,7,90.6866,7.79174,1455.07,41.2423,4.27908,0.224891,"yfs_retro"
"484",1975,7,143.051,10.3837,1816.73,49.4961,5.02676,0.240132,"yfs_retro"
