"","Year","Peel","SSB","SSB_sd","Totbio","Totbio_sd","Rec","Rec_sd","run"
"485",1976,7,203.863,12.5575,2129.02,56.8596,3.30642,0.188317,"yfs_retro"
"486",1977,7,296.593,15.5959,2445.17,63.9194,4.16333,0.213705,"yfs_retro"
"487",1978,7,413.333,18.7956,2746.13,70.5373,2.72694,0.167584,"yfs_retro"
"488",1979,7,531.772,22.1104,2911.62,76.0391,1.74233,0.131091,"yfs_retro"
"489",1980,7,663.688,25.5796,3099.08,81.0066,3.37191,0.185276,"yfs_retro"
"490",1981,7,785.482,28.8775,3270.07,85.2298,2.51542,0.157599,"yfs_retro"
"491",1982,7,853.817,30.3351,3387.39,87.2945,7.2899,0.294529,"yfs_retro"
"492",1983,7,956.448,32.7034,3366.06,87.9943,1.34937,0.11289,"yfs_retro"
"493",1984,7,1037.19,34.4489,3597.53,93.7199,6.03681,0.260114,"yfs_retro"
"494",1985,7,1085.28,36.3109,3610.28,96.7305,2.08803,0.139733,"yfs_retro"
"495",1986,7,1072.29,37.061,3322.84,93.812,1.6038,0.119642,"yfs_retro"
"496",1987,7,1066.03,38.2882,3286.43,96.2225,2.19146,0.139631,"yfs_retro"
"497",1988,7,1008.21,37.8333,3191.39,96.2265,3.00491,0.166514,"yfs_retro"
"498",1989,7,981.091,38.46,3253.77,101.018,3.00665,0.166024,"yfs_retro"
"499",1990,7,992.275,38.9956,3118.97,99.3842,1.50318,0.112241,"yfs_retro"
"500",1991,7,1073.95,40.8247,3241.29,102.608,1.69057,0.1206,"yfs_retro"
"501",1992,7,1157.28,42.8702,3454.78,108.171,3.75504,0.194219,"yfs_retro"
"502",1993,7,1193.07,44.4143,3492.62,111.039,2.24147,0.143787,"yfs_retro"
"503",1994,7,1196.39,44.6169,3538.37,112.606,1.89179,0.131108,"yfs_retro"
"504",1995,7,1195.78,45.1612,3308.44,108.756,1.90407,0.131874,"yfs_retro"
"505",1996,7,1129.02,43.5523,3225.53,107.199,4.69665,0.226388,"yfs_retro"
"506",1997,7,1092.73,43.0576,3244.38,108.72,2.02933,0.136452,"yfs_retro"
"507",1998,7,1028.33,41.7323,2966.15,103.367,1.68411,0.121792,"yfs_retro"
"508",1999,7,1020.41,41.6128,2777.97,99.0144,2.06347,0.134772,"yfs_retro"
"509",2000,7,1007.34,41.294,2828.02,99.2569,2.89069,0.163908,"yfs_retro"
"510",2001,7,1003.53,40.9992,2751.65,97.331,1.87124,0.128846,"yfs_retro"
"511",2002,7,1002.12,40.7879,2793.39,97.5853,2.53639,0.156729,"yfs_retro"
"512",2003,7,1011.58,40.6868,3010.24,103.154,2.44556,0.156505,"yfs_retro"
"513",2004,7,1043.25,41.311,3222.04,108.976,3.81271,0.211775,"yfs_retro"
"514",2005,7,1059.98,41.6203,3326.66,111.979,1.68788,0.132496,"yfs_retro"
"515",2006,7,1081.37,42.4579,3299.88,112.236,1.92906,0.1516,"yfs_retro"
"516",2007,7,1087.17,43.0604,3295.22,113.786,2.3986,0.18453,"yfs_retro"
"517",2008,7,1062.84,43.0597,3144.84,111.689,2.2239,0.186737,"yfs_retro"
"518",2009,7,1027.08,42.6227,2961.96,108.8,2.59427,0.221578,"yfs_retro"
"519",2010,7,1002.26,42.3084,2991.29,111.189,3.69835,0.315401,"yfs_retro"
"520",2011,7,978.89,41.974,2997.54,113.581,1.26049,0.174601,"yfs_retro"
"521",2012,7,959.962,42.1801,2946.94,115.458,0.671084,0.137092,"yfs_retro"
"522",2013,7,947.229,42.875,2862.24,116.365,1.75547,0.292791,"yfs_retro"
"523",2014,7,901.37,42.9264,2637.93,112.885,2.64331,0.518386,"yfs_retro"
"524",2015,7,888.472,44.1982,2630.7,118.165,3.92014,1.03275,"yfs_retro"
"525",2016,7,884.057,45.6318,2754.15,129.367,3.02667,1.50122,"yfs_retro"
"526",2017,7,859.657,46.3463,2672.27,133.529,2.13396,1.41784,"yfs_retro"
"527",2018,7,855.966,48.0858,2748.76,150.23,2.33455,1.65124,"yfs_retro"
"528",2019,7,867.221,50.7065,2786.33,170.424,2.35635,1.68038,"yfs_retro"
"529",1954,8,965.158,125.231,2484.65,150.51,1.94993,0.302026,"yfs_retro"
"530",1955,8,974.459,118.628,2451.51,135.354,1.38866,0.358587,"yfs_retro"
"531",1956,8,965.754,110.28,2408.74,118.694,0.951048,0.21466,"yfs_retro"
"532",1957,8,941.927,101.091,2356.3,101.17,3.22487,0.360685,"yfs_retro"
"533",1958,8,906.162,91.643,2315.22,83.508,2.35051,0.189741,"yfs_retro"
"534",1959,8,832.051,80.3595,2268.91,66.9271,1.81088,0.132573,"yfs_retro"
"535",1960,8,652.714,63.4862,2090.6,52.5558,1.71342,0.122191,"yfs_retro"
"536",1961,8,361.924,44.4858,1649.19,38.3599,0.991699,0.0923027,"yfs_retro"
"537",1962,8,45.7095,21.9719,1140.42,24.7439,1.88664,0.125469,"yfs_retro"
"538",1963,8,11.8603,6.3099,801.564,16.2311,0.993851,0.0947979,"yfs_retro"
"539",1964,8,24.6204,8.90595,843.483,16.4884,0.920333,0.0889508,"yfs_retro"
"540",1965,8,48.3918,11.417,838.642,16.4293,1.19106,0.104112,"yfs_retro"
"541",1966,8,86.0209,13.4654,887.269,17.3219,1.21421,0.111661,"yfs_retro"
"542",1967,8,118.571,13.0219,876.553,17.9159,2.54748,0.175772,"yfs_retro"
"543",1968,8,139.155,12.5742,803.736,17.9078,3.89245,0.228124,"yfs_retro"
"544",1969,8,143.969,14.1444,838.578,19.7108,3.98456,0.235905,"yfs_retro"
"545",1970,8,113.134,9.29356,811.896,21.3468,5.25379,0.274496,"yfs_retro"
"546",1971,8,97.6957,7.05274,876.63,24.6442,5.8402,0.287899,"yfs_retro"
"547",1972,8,80.0979,6.66613,948.363,28.8037,4.59227,0.2477,"yfs_retro"
"548",1973,8,81.6196,7.21945,1203.68,34.7577,3.1814,0.197379,"yfs_retro"
"549",1974,8,90.6866,7.79174,1455.07,41.2423,4.27908,0.224891,"yfs_retro"
"550",1975,8,143.051,10.3837,1816.73,49.4961,5.02676,0.240132,"yfs_retro"
"551",1976,8,203.863,12.5575,2129.02,56.8596,3.30642,0.188317,"yfs_retro"
"552",1977,8,296.593,15.5959,2445.17,63.9194,4.16333,0.213705,"yfs_retro"
"553",1978,8,413.333,18.7956,2746.13,70.5373,2.72694,0.167584,"yfs_retro"
"554",1979,8,531.772,22.1104,2911.62,76.0391,1.74233,0.131091,"yfs_retro"
"555",1980,8,663.688,25.5796,3099.08,81.0066,3.37191,0.185276,"yfs_retro"
"556",1981,8,785.482,28.8775,3270.07,85.2298,2.51542,0.157599,"yfs_retro"
"557",1982,8,853.817,30.3351,3387.39,87.2945,7.2899,0.294529,"yfs_retro"
"558",1983,8,956.448,32.7034,3366.06,87.9943,1.34937,0.11289,"yfs_retro"
"559",1984,8,1037.19,34.4489,3597.53,93.7199,6.03681,0.260114,"yfs_retro"
"560",1985,8,1085.28,36.3109,3610.28,96.7305,2.08803,0.139733,"yfs_retro"
"561",1986,8,1072.29,37.061,3322.84,93.812,1.6038,0.119642,"yfs_retro"
"562",1987,8,1066.03,38.2882,3286.43,96.2225,2.19146,0.139631,"yfs_retro"
"563",1988,8,1008.21,37.8333,3191.39,96.2265,3.00491,0.166514,"yfs_retro"
"564",1989,8,981.091,38.46,3253.77,101.018,3.00665,0.166024,"yfs_retro"
"565",1990,8,992.275,38.9956,3118.97,99.3842,1.50318,0.112241,"yfs_retro"
"566",1991,8,1073.95,40.8247,3241.29,102.608,1.69057,0.1206,"yfs_retro"
"567",1992,8,1157.28,42.8702,3454.78,108.171,3.75504,0.194219,"yfs_retro"
"568",1993,8,1193.07,44.4143,3492.62,111.039,2.24147,0.143787,"yfs_retro"
"569",1994,8,1196.39,44.6169,3538.37,112.606,1.89179,0.131108,"yfs_retro"
"570",1995,8,1195.78,45.1612,3308.44,108.756,1.90407,0.131874,"yfs_retro"
"571",1996,8,1129.02,43.5523,3225.53,107.199,4.69665,0.226388,"yfs_retro"
"572",1997,8,1092.73,43.0576,3244.38,108.72,2.02933,0.136452,"yfs_retro"
"573",1998,8,1028.33,41.7323,2966.15,103.367,1.68411,0.121792,"yfs_retro"
"574",1999,8,1020.41,41.6128,2777.97,99.0144,2.06347,0.134772,"yfs_retro"
"575",2000,8,1007.34,41.294,2828.02,99.2569,2.89069,0.163908,"yfs_retro"
"576",2001,8,1003.53,40.9992,2751.65,97.331,1.87124,0.128846,"yfs_retro"
"577",2002,8,1002.12,40.7879,2793.39,97.5853,2.53639,0.156729,"yfs_retro"
"578",2003,8,1011.58,40.6868,3010.24,103.154,2.44556,0.156505,"yfs_retro"
"579",2004,8,1043.25,41.311,3222.04,108.976,3.81271,0.211775,"yfs_retro"
"580",2005,8,1059.98,41.6203,3326.66,111.979,1.68788,0.132496,"yfs_retro"
"581",2006,8,1081.37,42.4579,3299.88,112.236,1.92906,0.1516,"yfs_retro"
"582",2007,8,1087.17,43.0604,3295.22,113.786,2.3986,0.18453,"yfs_retro"
"583",2008,8,1062.84,43.0597,3144.84,111.689,2.2239,0.186737,"yfs_retro"
"584",2009,8,1027.08,42.6227,2961.96,108.8,2.59427,0.221578,"yfs_retro"
"585",2010,8,1002.26,42.3084,2991.29,111.189,3.69835,0.315401,"yfs_retro"
"586",2011,8,978.89,41.974,2997.54,113.581,1.26049,0.174601,"yfs_retro"
"587",2012,8,959.962,42.1801,2946.94,115.458,0.671084,0.137092,"yfs_retro"
"588",2013,8,947.229,42.875,2862.24,116.365,1.75547,0.292791,"yfs_retro"
"589",2014,8,901.37,42.9264,2637.93,112.885,2.64331,0.518386,"yfs_retro"
"590",2015,8,888.472,44.1982,2630.7,118.165,3.92014,1.03275,"yfs_retro"
"591",2016,8,884.057,45.6318,2754.15,129.367,3.02667,1.50122,"yfs_retro"
"592",2017,8,859.657,46.3463,2672.27,133.529,2.13396,1.41784,"yfs_retro"
"593",2018,8,855.966,48.0858,2748.76,150.23,2.33455,1.65124,"yfs_retro"
"594",2019,8,867.221,50.7065,2786.33,170.424,2.35635,1.68038,"yfs_retro"
"595",1954,9,965.158,125.231,2484.65,150.51,1.94993,0.302026,"yfs_retro"
"596",1955,9,974.459,118.628,2451.51,135.354,1.38866,0.358587,"yfs_retro"
"597",1956,9,965.754,110.28,2408.74,118.694,0.951048,0.21466,"yfs_retro"
"598",1957,9,941.927,101.091,2356.3,101.17,3.22487,0.360685,"yfs_retro"
"599",1958,9,906.162,91.643,2315.22,83.508,2.35051,0.189741,"yfs_retro"
"600",1959,9,832.051,80.3595,2268.91,66.9271,1.81088,0.132573,"yfs_retro"
"601",1960,9,652.714,63.4862,2090.6,52.5558,1.71342,0.122191,"yfs_retro"
"602",1961,9,361.924,44.4858,1649.19,38.3599,0.991699,0.0923027,"yfs_retro"
"603",1962,9,45.7095,21.9719,1140.42,24.7439,1.88664,0.125469,"yfs_retro"
"604",1963,9,11.8603,6.3099,801.564,16.2311,0.993851,0.0947979,"yfs_retro"
"605",1964,9,24.6204,8.90595,843.483,16.4884,0.920333,0.0889508,"yfs_retro"
"606",1965,9,48.3918,11.417,838.642,16.4293,1.19106,0.104112,"yfs_retro"
"607",1966,9,86.0209,13.4654,887.269,17.3219,1.21421,0.111661,"yfs_retro"
"608",1967,9,118.571,13.0219,876.553,17.9159,2.54748,0.175772,"yfs_retro"
"609",1968,9,139.155,12.5742,803.736,17.9078,3.89245,0.228124,"yfs_retro"
"610",1969,9,143.969,14.1444,838.578,19.7108,3.98456,0.235905,"yfs_retro"
"611",1970,9,113.134,9.29356,811.896,21.3468,5.25379,0.274496,"yfs_retro"
"612",1971,9,97.6957,7.05274,876.63,24.6442,5.8402,0.287899,"yfs_retro"
"613",1972,9,80.0979,6.66613,948.363,28.8037,4.59227,0.2477,"yfs_retro"
"614",1973,9,81.6196,7.21945,1203.68,34.7577,3.1814,0.197379,"yfs_retro"
"615",1974,9,90.6866,7.79174,1455.07,41.2423,4.27908,0.224891,"yfs_retro"
"616",1975,9,143.051,10.3837,1816.73,49.4961,5.02676,0.240132,"yfs_retro"
"617",1976,9,203.863,12.5575,2129.02,56.8596,3.30642,0.188317,"yfs_retro"
"618",1977,9,296.593,15.5959,2445.17,63.9194,4.16333,0.213705,"yfs_retro"
"619",1978,9,413.333,18.7956,2746.13,70.5373,2.72694,0.167584,"yfs_retro"
"620",1979,9,531.772,22.1104,2911.62,76.0391,1.74233,0.131091,"yfs_retro"
"621",1980,9,663.688,25.5796,3099.08,81.0066,3.37191,0.185276,"yfs_retro"
"622",1981,9,785.482,28.8775,3270.07,85.2298,2.51542,0.157599,"yfs_retro"
"623",1982,9,853.817,30.3351,3387.39,87.2945,7.2899,0.294529,"yfs_retro"
"624",1983,9,956.448,32.7034,3366.06,87.9943,1.34937,0.11289,"yfs_retro"
"625",1984,9,1037.19,34.4489,3597.53,93.7199,6.03681,0.260114,"yfs_retro"
"626",1985,9,1085.28,36.3109,3610.28,96.7305,2.08803,0.139733,"yfs_retro"
"627",1986,9,1072.29,37.061,3322.84,93.812,1.6038,0.119642,"yfs_retro"
"628",1987,9,1066.03,38.2882,3286.43,96.2225,2.19146,0.139631,"yfs_retro"
"629",1988,9,1008.21,37.8333,3191.39,96.2265,3.00491,0.166514,"yfs_retro"
"630",1989,9,981.091,38.46,3253.77,101.018,3.00665,0.166024,"yfs_retro"
"631",1990,9,992.275,38.9956,3118.97,99.3842,1.50318,0.112241,"yfs_retro"
"632",1991,9,1073.95,40.8247,3241.29,102.608,1.69057,0.1206,"yfs_retro"
"633",1992,9,1157.28,42.8702,3454.78,108.171,3.75504,0.194219,"yfs_retro"
"634",1993,9,1193.07,44.4143,3492.62,111.039,2.24147,0.143787,"yfs_retro"
"635",1994,9,1196.39,44.6169,3538.37,112.606,1.89179,0.131108,"yfs_retro"
"636",1995,9,1195.78,45.1612,3308.44,108.756,1.90407,0.131874,"yfs_retro"
"637",1996,9,1129.02,43.5523,3225.53,107.199,4.69665,0.226388,"yfs_retro"
"638",1997,9,1092.73,43.0576,3244.38,108.72,2.02933,0.136452,"yfs_retro"
"639",1998,9,1028.33,41.7323,2966.15,103.367,1.68411,0.121792,"yfs_retro"
"640",1999,9,1020.41,41.6128,2777.97,99.0144,2.06347,0.134772,"yfs_retro"
"641",2000,9,1007.34,41.294,2828.02,99.2569,2.89069,0.163908,"yfs_retro"
"642",2001,9,1003.53,40.9992,2751.65,97.331,1.87124,0.128846,"yfs_retro"
"643",2002,9,1002.12,40.7879,2793.39,97.5853,2.53639,0.156729,"yfs_retro"
"644",2003,9,1011.58,40.6868,3010.24,103.154,2.44556,0.156505,"yfs_retro"
"645",2004,9,1043.25,41.311,3222.04,108.976,3.81271,0.211775,"yfs_retro"
"646",2005,9,1059.98,41.6203,3326.66,111.979,1.68788,0.132496,"yfs_retro"
"647",2006,9,1081.37,42.4579,3299.88,112.236,1.92906,0.1516,"yfs_retro"
"648",2007,9,1087.17,43.0604,3295.22,113.786,2.3986,0.18453,"yfs_retro"
"649",2008,9,1062.84,43.0597,3144.84,111.689,2.2239,0.186737,"yfs_retro"
"650",2009,9,1027.08,42.6227,2961.96,108.8,2.59427,0.221578,"yfs_retro"
"651",2010,9,1002.26,42.3084,2991.29,111.189,3.69835,0.315401,"yfs_retro"
"652",2011,9,978.89,41.974,2997.54,113.581,1.26049,0.174601,"yfs_retro"
"653",2012,9,959.962,42.1801,2946.94,115.458,0.671084,0.137092,"yfs_retro"
"654",2013,9,947.229,42.875,2862.24,116.365,1.75547,0.292791,"yfs_retro"
"655",2014,9,901.37,42.9264,2637.93,112.885,2.64331,0.518386,"yfs_retro"
"656",2015,9,888.472,44.1982,2630.7,118.165,3.92014,1.03275,"yfs_retro"
"657",2016,9,884.057,45.6318,2754.15,129.367,3.02667,1.50122,"yfs_retro"
"658",2017,9,859.657,46.3463,2672.27,133.529,2.13396,1.41784,"yfs_retro"
"659",2018,9,855.966,48.0858,2748.76,150.23,2.33455,1.65124,"yfs_retro"
"660",2019,9,867.221,50.7065,2786.33,170.424,2.35635,1.68038,"yfs_retro"
"661",1954,10,965.158,125.231,2484.65,150.51,1.94993,0.302026,"yfs_retro"
"662",1955,10,974.459,118.628,2451.51,135.354,1.38866,0.358587,"yfs_retro"
"663",1956,10,965.754,110.28,2408.74,118.694,0.951048,0.21466,"yfs_retro"
"664",1957,10,941.927,101.091,2356.3,101.17,3.22487,0.360685,"yfs_retro"
"665",1958,10,906.162,91.643,2315.22,83.508,2.35051,0.189741,"yfs_retro"
"666",1959,10,832.051,80.3595,2268.91,66.9271,1.81088,0.132573,"yfs_retro"
"667",1960,10,652.714,63.4862,2090.6,52.5558,1.71342,0.122191,"yfs_retro"
"668",1961,10,361.924,44.4858,1649.19,38.3599,0.991699,0.0923027,"yfs_retro"
"669",1962,10,45.7095,21.9719,1140.42,24.7439,1.88664,0.125469,"yfs_retro"
"670",1963,10,11.8603,6.3099,801.564,16.2311,0.993851,0.0947979,"yfs_retro"
"671",1964,10,24.6204,8.90595,843.483,16.4884,0.920333,0.0889508,"yfs_retro"
"672",1965,10,48.3918,11.417,838.642,16.4293,1.19106,0.104112,"yfs_retro"
"673",1966,10,86.0209,13.4654,887.269,17.3219,1.21421,0.111661,"yfs_retro"
"674",1967,10,118.571,13.0219,876.553,17.9159,2.54748,0.175772,"yfs_retro"
"675",1968,10,139.155,12.5742,803.736,17.9078,3.89245,0.228124,"yfs_retro"
"676",1969,10,143.969,14.1444,838.578,19.7108,3.98456,0.235905,"yfs_retro"
"677",1970,10,113.134,9.29356,811.896,21.3468,5.25379,0.274496,"yfs_retro"
"678",1971,10,97.6957,7.05274,876.63,24.6442,5.8402,0.287899,"yfs_retro"
"679",1972,10,80.0979,6.66613,948.363,28.8037,4.59227,0.2477,"yfs_retro"
"680",1973,10,81.6196,7.21945,1203.68,34.7577,3.1814,0.197379,"yfs_retro"
"681",1974,10,90.6866,7.79174,1455.07,41.2423,4.27908,0.224891,"yfs_retro"
"682",1975,10,143.051,10.3837,1816.73,49.4961,5.02676,0.240132,"yfs_retro"
"683",1976,10,203.863,12.5575,2129.02,56.8596,3.30642,0.188317,"yfs_retro"
"684",1977,10,296.593,15.5959,2445.17,63.9194,4.16333,0.213705,"yfs_retro"
"685",1978,10,413.333,18.7956,2746.13,70.5373,2.72694,0.167584,"yfs_retro"
"686",1979,10,531.772,22.1104,2911.62,76.0391,1.74233,0.131091,"yfs_retro"
"687",1980,10,663.688,25.5796,3099.08,81.0066,3.37191,0.185276,"yfs_retro"
"688",1981,10,785.482,28.8775,3270.07,85.2298,2.51542,0.157599,"yfs_retro"
"689",1982,10,853.817,30.3351,3387.39,87.2945,7.2899,0.294529,"yfs_retro"
"690",1983,10,956.448,32.7034,3366.06,87.9943,1.34937,0.11289,"yfs_retro"
"691",1984,10,1037.19,34.4489,3597.53,93.7199,6.03681,0.260114,"yfs_retro"
"692",1985,10,1085.28,36.3109,3610.28,96.7305,2.08803,0.139733,"yfs_retro"
"693",1986,10,1072.29,37.061,3322.84,93.812,1.6038,0.119642,"yfs_retro"
"694",1987,10,1066.03,38.2882,3286.43,96.2225,2.19146,0.139631,"yfs_retro"
"695",1988,10,1008.21,37.8333,3191.39,96.2265,3.00491,0.166514,"yfs_retro"
"696",1989,10,981.091,38.46,3253.77,101.018,3.00665,0.166024,"yfs_retro"
"697",1990,10,992.275,38.9956,3118.97,99.3842,1.50318,0.112241,"yfs_retro"
"698",1991,10,1073.95,40.8247,3241.29,102.608,1.69057,0.1206,"yfs_retro"
"699",1992,10,1157.28,42.8702,3454.78,108.171,3.75504,0.194219,"yfs_retro"
"700",1993,10,1193.07,44.4143,3492.62,111.039,2.24147,0.143787,"yfs_retro"
"701",1994,10,1196.39,44.6169,3538.37,112.606,1.89179,0.131108,"yfs_retro"
"702",1995,10,1195.78,45.1612,3308.44,108.756,1.90407,0.131874,"yfs_retro"
"703",1996,10,1129.02,43.5523,3225.53,107.199,4.69665,0.226388,"yfs_retro"
"704",1997,10,1092.73,43.0576,3244.38,108.72,2.02933,0.136452,"yfs_retro"
"705",1998,10,1028.33,41.7323,2966.15,103.367,1.68411,0.121792,"yfs_retro"
"706",1999,10,1020.41,41.6128,2777.97,99.0144,2.06347,0.134772,"yfs_retro"
"707",2000,10,1007.34,41.294,2828.02,99.2569,2.89069,0.163908,"yfs_retro"
"708",2001,10,1003.53,40.9992,2751.65,97.331,1.87124,0.128846,"yfs_retro"
"709",2002,10,1002.12,40.7879,2793.39,97.5853,2.53639,0.156729,"yfs_retro"
"710",2003,10,1011.58,40.6868,3010.24,103.154,2.44556,0.156505,"yfs_retro"
"711",2004,10,1043.25,41.311,3222.04,108.976,3.81271,0.211775,"yfs_retro"
"712",2005,10,1059.98,41.6203,3326.66,111.979,1.68788,0.132496,"yfs_retro"
"713",2006,10,1081.37,42.4579,3299.88,112.236,1.92906,0.1516,"yfs_retro"
"714",2007,10,1087.17,43.0604,3295.22,113.786,2.3986,0.18453,"yfs_retro"
"715",2008,10,1062.84,43.0597,3144.84,111.689,2.2239,0.186737,"yfs_retro"
"716",2009,10,1027.08,42.6227,2961.96,108.8,2.59427,0.221578,"yfs_retro"
"717",2010,10,1002.26,42.3084,2991.29,111.189,3.69835,0.315401,"yfs_retro"
"718",2011,10,978.89,41.974,2997.54,113.581,1.26049,0.174601,"yfs_retro"
"719",2012,10,959.962,42.1801,2946.94,115.458,0.671084,0.137092,"yfs_retro"
"720",2013,10,947.229,42.875,2862.24,116.365,1.75547,0.292791,"yfs_retro"
"721",2014,10,901.37,42.9264,2637.93,112.885,2.64331,0.518386,"yfs_retro"
"722",2015,10,888.472,44.1982,2630.7,118.165,3.92014,1.03275,"yfs_retro"
"723",2016,10,884.057,45.6318,2754.15,129.367,3.02667,1.50122,"yfs_retro"
"724",2017,10,859.657,46.3463,2672.27,133.529,2.13396,1.41784,"yfs_retro"
"725",2018,10,855.966,48.0858,2748.76,150.23,2.33455,1.65124,"yfs_retro"
"726",2019,10,867.221,50.7065,2786.33,170.424,2.35635,1.68038,"yfs_retro"
